poem_id,author,song_title,split
599,Блаже Конески,ВЕЗИЛКА,train
600,Блаже Конески,НОЖ,train
601,Блаже Конески,ПАТНИК,train
602,Блаже Конески,СНЕГ,test
603,Блаже Конески,ЅВЕЗДИ,train
604,Блаже Конески,РУЖА,train
605,Блаже Конески,ЗАСПИВАЊЕ,train
606,Блаже Конески,ВИЈ,train
607,Блаже Конески,ГАЛЕБ,train
608,Блаже Конески,НЕЖНОСТ,train
609,Блаже Конески,РАЗДЕЛБА,train
610,Блаже Конески,ИГРАНКА,train
611,Блаже Конески,КОШМАР,train
612,Блаже Конески,ПЕСНА,train
613,Блаже Конески,ТИШИНА,train
614,Блаже Конески,ПРОЛЕТ,train
615,Блаже Конески,ТАЈНА,test
616,Блаже Конески,ВРВ,train
617,Блаже Конески,СМЕА,train
618,Блаже Конески,ЖРТВА,train
619,Блаже Конески,КАФЕЗ,train
620,Блаже Конески,РЕКА,train
621,Блаже Конески,ЗДРАВИЦА,train
622,Блаже Конески,ОД ВОЗОТ,train
623,Блаже Конески,СТАРАТА,train
624,Блаже Конески,ПОЧИНКА,train
625,Блаже Конески,УТРО,train
626,Блаже Конески,ДАБ,train
627,Блаже Конески,СТЕБЛО,val
628,Блаже Конески,ЛАСТОВИЦИ,train
629,Блаже Конески,ПЧЕЛАР,train
630,Блаже Конески,ЈАГЛЕН,train
631,Блаже Конески,ШТИП,train
632,Блаже Конески,ДЕТЕ ЗАСПАНО КРАЈ ЕЗЕРО,val
633,Блаже Конески,БОЛЕН ДОЈЧИН,val
634,Блаже Конески,ПЕПЕЛАШКА,train
635,Блаже Конески,ЉУБОВ,train
636,Блаже Конески,ВОЛК,test
637,Блаже Конески,ВЉУБЕНИ ДЕВОЈКИ,val
638,Блаже Конески,УБАВИТЕ ЖЕНИ,train
639,Блаже Конески,РЕКИ,train
640,Блаже Конески,ТОРЕАДОР,train
641,Блаже Конески,УРНАТИНА,train
642,Блаже Конески,МРАЗ,train
643,Блаже Конески,ПОЛНОЌ,val
644,Блаже Конески,ПОСЛОВИЦА,test
645,Блаже Конески,ПРОШТАВАЊЕ ОД ПАРИЗ,train
646,Блаже Конески,ДЕВСТВЕНИЦИ,train
647,Блаже Конески,КОЛУМБО,train
648,Блаже Конески,ПОРТРЕТ,train
649,Блаже Конески,ВОДНО,train
650,Блаже Конески,ПЕСНА НА ЛОЗИТЕ ВО ЛОЗЈАТА НА ВОДНО,train
651,Блаже Конески,ТЕШКОТО,train
652,Блаже Конески,ИЛИНДЕНСКИ МЕЛОДИИ,test
653,Блаже Конески,ПЕСНАТА,train
654,Блаже Конески,ПИСМО,val
655,Блаже Конески,НА ГРАНИЦА,train
656,Блаже Конески,ПРОЛЕТНА ПЕСНА,train
657,Блаже Конески,ВЕСЕЛА ПЕСНА,train
658,Блаже Конески,ПОЛНОЌ,train
659,Блаже Конески,УТРО,train
660,Блаже Конески,КАРАОРМАН,train
661,Блаже Конески,ОХРИД,val
662,Блаже Конески,ДОЈРАН,test
663,Блаже Конески,Младост,train
664,Блаже Конески,Саат,train
665,Блаже Конески,Сонот,val
666,Блаже Конески,Разговор со детенце,train
667,Блаже Конески,Планина,train
668,Блаже Конески,Пред годишнината на татковата смрт,train
669,Блаже Конески,Струмиче,train
670,Блаже Конески,Гугучка,val
671,Блаже Конески,Распетие,train
672,Блаже Конески,Порака,test
673,Блаже Конески,Ризница,train
674,Блаже Конески,Елен самак,train
675,Блаже Конески,Превалец,train
676,Блаже Конески,Суша,train
677,Блаже Конески,Дон Кихот,train
678,Блаже Конески,Одисеј,test
679,Блаже Конески,Љубовница,train
680,Блаже Конески,Три крупни жени,test
681,Блаже Конески,Куманово,train
682,Блаже Конески,Внукот,train
683,Блаже Конески,Спомен,train
684,Блаже Конески,Вепар,test
685,Блаже Конески,Штурци,train
686,Блаже Конески,Пеперуга,train
687,Блаже Конески,Ревматизам,train
688,Блаже Конески,Езеро,train
689,Блаже Конески,Кобење,train
690,Блаже Конески,Зборот,train
691,Блаже Конески,Копачење,train
692,Блаже Конески,Питачи,train
693,Блаже Конески,Мајска ноќ,train
694,Блаже Конески,Спомен,train
695,Блаже Конески,Миг,train
696,Блаже Конески,Студ,train
697,Блаже Конески,Ружа,train
698,Блаже Конески,Камикаѕе,train
699,Блаже Конески,РИБАР,test
700,Блаже Конески,РАЗГОВОР,val
701,Блаже Конески,КРУША ДИВЈАЧКА,train
702,Блаже Конески,ПЕСНА ЗА ЖИВОТОТ,test
703,Блаже Конески,КАМБАНИ,train
704,Блаже Конески,НОЌНА ПЕСНА,train
705,Блаже Конески,РАЗДЕЛБА,val
706,Блаже Конески,ЗАКОПНА ПЕСНА,test
707,Блаже Конески,СТАРАТА,train
708,Блаже Конески,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,train
709,Блаже Конески,СОНЧЕВА КОЛОНА,train
710,Блаже Конески,1.,train
711,Блаже Конески,2.,train
712,Блаже Конески,3.,train
713,Блаже Конески,4.,train
714,Блаже Конески,5.,train
715,Блаже Конески,6.,train
716,Блаже Конески,7. СКАЗНАТА НА СТАРИОТ МАЈСТОР,test
717,Пијан Славеј,***,val
718,Пијан Славеј,ШВАЛЕРСКИОТ ВОЗ Е ВО ДВА,train
719,Пијан Славеј,ОД ЉУБОВТА ТРЕБА ДА СЕ ПАЗИМЕ,train
720,Пијан Славеј,АДРЕНАЛИН,train
721,Пијан Славеј,АНТИТЕЛО,train
722,Пијан Славеј,ПИЈАН СЛАВЕЈ,train
723,Пијан Славеј,МИРО,train
724,Пијан Славеј,АМАНАМАН,train
725,Пијан Славеј,СЛОБОДНАТА ЉУБОВ,val
726,Пијан Славеј,ЕЛА СИ В КРЕВЕТ,train
727,Пијан Славеј,ОБЛАЧЕ,train
728,Пијан Славеј,КУПИДОН,train
729,Пијан Славеј,ЛАВА ЛАВА,train
730,Пијан Славеј,ДВОЈКА,train
731,Пијан Славеј,ШТЕТА!,train
732,Пијан Славеј,ВО ЈУЛИ БИТОЛА,test
733,Пијан Славеј,***,train
734,Пијан Славеј,АВТОПОРТРЕТИ,train
735,Пијан Славеј,НЕСОНИЦА,train
736,Пијан Славеј,ОГЛЕДАЛО,val
737,Пијан Славеј,МИ СЕ ВОДИ ЉУБОВ,val
738,Пијан Славеј,1. (Адам и Ева),test
739,Пијан Славеј,2. (Боксер),train
740,Пијан Славеј,МАЧКА ВО ВРЕЌА,train
741,Пијан Славеј,ШАРЛАТАН,train
742,Пијан Славеј,ПРСТОМЕТ,val
743,Пијан Славеј,АНГЕЛОТ-ЧУВАР СНОШТИ ГО ЗГАЗИВ,train
744,Пијан Славеј,НОЌТА КОГА РЕЧЕ: МОЖЕШ САМО ДА МЕ СОНУВАШ!,train
745,Пијан Славеј,ЗАБОРАВИВ КАКО ИЗГЛЕДАШ,train
746,Пијан Славеј,СЕ ЖАЛЕА МОИТЕ ГУЛАПЧИЊА ПИСМОНОСЦИ,train
747,Пијан Славеј,УСНИ ПАКОСНИ ЧЕРЕШОВИ,test
748,Пијан Славеј,НЕ ДОЗВОЛУВАЈ ДА ТИ ПРОСТАМ,train
749,Пијан Славеј,КАБАЕТ,train
750,Пијан Славеј,СРЦАТА НИКАКО ДА ФАТАТ ЧЕКОР,train
751,Пијан Славеј,ОПУЛ,train
752,Пијан Славеј,ШАМАРЧЕ,train
753,Пијан Славеј,ОКО,train
754,Пијан Славеј,"ТИ ВЕРУВАМ, ТИ ВЕРУВАМ",train
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",train
756,Пијан Славеј,СЕНКИ,train
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,val
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,train
759,Пијан Славеј,ТУКУТАКА,train
760,Пијан Славеј,ИГРИВО СРЦЕ,train
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,val
762,Пијан Славеј,ГАЛЕЖЛИВО,train
763,Пијан Славеј,АБРАКАДАБРА,train
764,Пијан Славеј,ШПИРИТУС МОВЕНС,train
765,Пијан Славеј,ЈАЗИК,train
766,Пијан Славеј,РАСПЕСНИЕ,train
767,Пијан Славеј,АРАПСКИ НОЌИ,train
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,train
769,Пијан Славеј,ЧУВАЈ СЕ,train
770,Пијан Славеј,МИЗАНТРОПИЈА,val
771,Пијан Славеј,ХЕЈТ,val
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,train
773,Пијан Славеј,ЗАБЛУДИ,train
774,Пијан Славеј,СРЦЕЛИЈА,test
775,Пијан Славеј,КЛИНЧ,train
776,Пијан Славеј,ПОЈАНИЦА,train
777,Пијан Славеј,ПРОБАЈ!,train
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,val
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,train
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,test
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,train
782,Пијан Славеј,ШТО Е ТУКА Е!,train
783,Пијан Славеј,ДЛАНКОПИС,train
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,val
785,Пијан Славеј,СТАРАТА БОЛКА,train
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,train
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,train
788,Пијан Славеј,МАЈКО,train
789,Пијан Славеј,КОРЕЊА,train
790,Пијан Славеј,ЗАБРАНЕТО ОВОШЈЕ,train
791,Пијан Славеј,СВРЗАНИ САДОВИ,val
792,Пијан Славеј,РАСИПИКУЌА,train
793,Пијан Славеј,НЕДОПРЕНА,test
794,Пијан Славеј,КАКО ДА ПРЕПОЗНАЕШ ПРЕДОЧЕНА УБАВИНА,train
795,Пијан Славеј,МОЛИТВА,test
796,Пијан Славеј,ПАРФЕМ,train
797,Пијан Славеј,ЕДНА ВЕДРА НОЌ,train
798,Пијан Славеј,НЕЖНОСТ,train
799,Пијан Славеј,АТЛАНТИДА НА МЕРАКОТ,train
800,Пијан Славеј,ПЛЕСОК,train
801,Пијан Славеј,МУЗИКАТА В РАЦЕ,train
802,Пијан Славеј,ЛУТА,train
803,Пијан Славеј,КАЛЕМЕЊЕ,train
804,Пијан Славеј,ПРАШАЈ МЕ СТОПАТИ СТОПАТИ ЌЕ ПОВТОРАМ,train
805,Пијан Славеј,АЈ ШТО МИ СЕ СВИРАТ,train
806,Пијан Славеј,МАРШ!,train
807,Пијан Славеј,ПЕЕЊЕ ПОД ТУШ,train
808,Пијан Славеј,ПЕПЕЛАШКА,train
809,Пијан Славеј,ЗБОГУМ,train
810,Пијан Славеј,ПОЛИГРАФ,train
811,Пијан Славеј,ВИНОВЕН,train
812,Пијан Славеј,НЕ ГО БАРАЈ ТОА ОД МЕНЕ,train
813,Пијан Славеј,СИОТ ЗНАЕН СВЕТ,train
814,Пијан Славеј,ЈАБОЛЧЕ,test
815,Пијан Славеј,АКО БАРАШ ЉУБОВ НЕМА ШТО ДА ЧЕКАШ,train
816,Пијан Славеј,СО ВРЗАНИ ОЧИ СЕ ПЕЕ ТАА ПЕСНА,train
817,Пијан Славеј,ИСПИЛУВАЊЕ,train
818,Пијан Славеј,МУЗА,train
819,Пијан Славеј,НЕ СМЕ ЗА ВЕРУВАЊЕ,train
820,Пијан Славеј,КЛУПА,train
821,Пијан Славеј,СЛАТКОВОДЕН БАКНЕЖ,val
822,Пијан Славеј,МОЛИТВА бр. 2,train
823,Пијан Славеј,СТУДЕН,test
824,Пијан Славеј,СРЕЌАТА Е ТАМУ НА ДРУГАТА СТРАНА,train
825,Пијан Славеј,НЕКОГАШ ЗАПАЃАМ ВО ДЛАБОКА ЛИРИКА,train
826,Пијан Славеј,APPALOOSA,test
827,Пијан Славеј,ВКУС,train
828,Пијан Славеј,ОДДИШКА,train
829,Пијан Славеј,"СИ ЉУБЕЛА, ЌЕ ЉУБИШ",train
830,Пијан Славеј,ПОПАТНА,test
831,Пијан Славеј,СРОД,train
832,Пијан Славеј,ПАЈАКОВА МРЕЖА,test
833,Пијан Славеј,БЕЗУМИЕ,train
834,Пијан Славеј,СКРШЕНО ЦВЕЌЕ,train
835,Пијан Славеј,КОГА ТЕ НЕМАМ,train
836,Пијан Славеј,КАДЕ И ДА ОДИШ,train
837,Пијан Славеј,ТРЧАЊЕ ВО ПРЕСРЕТ,val
838,Пијан Славеј,НИЕ,train
839,Пијан Славеј,ЛЕБЕДОВА,train
840,Пијан Славеј,ВИДЕЛИНА,train
841,Пијан Славеј,ОЧИ В ОЧИ,train
842,Пијан Славеј,ВЕРБА,train
843,Пијан Славеј,ЦРНО ПИЛЕ,train
844,Пијан Славеј,ЛЕТ,train
845,Пијан Славеј,***,train
846,Пијан Славеј,ЈАЗИК ЗА ДВАЈЦА,train
847,Пијан Славеј,БЛОСОЕЊЕ,train
848,Пијан Славеј,СЛЕПИЛО,train
849,Пијан Славеј,"МОЛЧИ, МОЛЧИ, ЉУБОВ МОЈА",train
850,Пијан Славеј,НЕКОЛКУ ЗБОРА,test
851,Пијан Славеј,ТАМУ КАЈ ШТО ПРВПАТ ТЕ ЗАГУБИВ,train
852,Пијан Славеј,АНАТОМИЈА НА ЕДНА ПОРАНЕШНА ЉУБОВ,train
853,Пијан Славеј,НА ЅИДОТ,train
854,Пијан Славеј,НЕ МЕ ВОЗНЕМИРУВАЈ,train
855,Пијан Славеј,ОВОШНИ ПЕСНИ,val
856,Пијан Славеј,ПАЛИМПСЕСТ,train
857,Пијан Славеј,НА ЗДРАВЈЕ,train
858,Пијан Славеј,НЕКА ТЕЧЕ ЉУБОВТА,train
859,Пијан Славеј,ПОТРЕБНО Е ЧУДО ДА ВОСКРЕСНЕ ЧОВЕК,test
860,Пијан Славеј,ГНЕЗДО,train
861,Пијан Славеј,ДВЕ ПТИЦИ,train
862,Пијан Славеј,КРСТ,test
863,Пијан Славеј,САМИЦА,train
864,Пијан Славеј,ЅЕНЅАР,train
865,Пијан Славеј,СРНА НА ПАТОТ,train
866,Пијан Славеј,ШТИПНИ МЕ ДА ЗНАМ ДЕКА НЕ СОНУВАМ,train
867,Пијан Славеј,"Mr SANDMAN, BRING ME A DREAM",val
868,Пијан Славеј,ЛАГАДИН,train
869,Пијан Славеј,НЕ СТАВАЈ КАРМИН,test
870,Пијан Славеј,СЕРБЕЗ,train
871,Пијан Славеј,ВКУСНИ ВИНСКИ УСНИ,train
872,Пијан Славеј,РИТУАЛИ,train
873,Пијан Славеј,ШТРКОТ,train
874,Пијан Славеј,УТРЕ,train
875,Пијан Славеј,АЈАХУАСКА,train
876,Пијан Славеј,НОЕ ДРЕМЕ ГОРЕ НА ТЕРАСАТА НА ГОРИЦА,train
877,Ефтим Клетников,јавач во полноќта,train
878,Ефтим Клетников,Јавач во полноќта - 2,train
879,Ефтим Клетников,Јавач во полноќта - 3,train
880,Ефтим Клетников,Јавач во полноќта - 4,train
881,Ефтим Клетников,Јавач во полноќта - 5,train
882,Ефтим Клетников,окото на темниот - 1,train
883,Ефтим Клетников,окото на темниот - 2,train
884,Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГИ ИЗВИДЕ И ГРОБОВИТЕ,train
885,Ефтим Клетников,ДЕТЕТО И ОКОТО НА ТЕМНИОТ - 1,train
886,Ефтим Клетников,ДЕТЕТО И ОКОТО НА ТЕМНИОТ - 2,train
887,Ефтим Клетников,ДЕТЕТО И ОКОТО НА ТЕМНИОТ - 3,val
888,Ефтим Клетников,НЕ МИНУВАЈТЕ ПОКРАЈ ГРОБОВИТЕ НА ДЕВОЈКИТЕ - 1,val
889,Ефтим Клетников,НЕ МИНУВАЈТЕ ПОКРАЈ ГРОБОВИТЕ НА ДЕВОЈКИТЕ - 2,train
890,Ефтим Клетников,НЕ МИНУВАЈТЕ ПОКРАЈ ГРОБОВИТЕ НА ДЕВОЈКИТЕ - 3,train
891,Ефтим Клетников,НЕ МИНУВАЈТЕ ПОКРАЈ ГРОБОВИТЕ НА ДЕВОЈКИТЕ - 4,train
892,Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 1,train
893,Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 2,train
894,Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 3,train
895,Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 4,train
896,Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 5,train
897,Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 6,train
898,Ефтим Клетников,ОКОТО НА ТЕМНИОТ И ЉУБОВНИЦИТЕ - 1  - Слика во пролетната слика,val
899,Ефтим Клетников,ОКОТО НА ТЕМНИОТ И ЉУБОВНИЦИТЕ - 2 - Меѓуслика,train
900,Ефтим Клетников,ОКОТО НА ТЕМНИОТ И ЉУБОВНИЦИТЕ - 3 - Отсутна слика,train
901,Ефтим Клетников,НОЌНИ СВРШЕНИЦИ,train
902,Ефтим Клетников,ТЕМНА ЦРКВА,train
903,Ефтим Клетников,ДОЛОТ,train
904,Ефтим Клетников,СКАЗНА ВО ДВЕ СЛИКИ - 1  - Зимска слика,test
905,Ефтим Клетников,СКАЗНА ВО ДВЕ СЛИКИ - 1  - Пролетна слика,train
906,Ефтим Клетников,НАСТАН НА БРЕГОТ ОД МОРИЊАТА,train
907,Ефтим Клетников,ДОЦНА ЕСЕН,train
908,Ефтим Клетников,НОЌНА СВАДБА - 1,train
909,Ефтим Клетников,НОЌНА СВАДБА - 2,train
910,Ефтим Клетников,ПЕСНА ЗА ПРОЛЕТНИОТ ВЕТЕР,train
911,Ефтим Клетников,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 1,train
912,Ефтим Клетников,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 2,train
913,Ефтим Клетников,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 3,val
914,Ефтим Клетников,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 4,train
915,Ефтим Клетников,ПРИЧЕСТУВАЊЕ НА АПОСТОЛИТЕ,train
916,Ефтим Клетников,ЦВЕТНИЦИ - Оплакување (предслика),train
917,Ефтим Клетников,Цветници - Вознесување (знамение на сликата),train
918,Ефтим Клетников,БЛАГОВЕСТИ,train
919,Ефтим Клетников,ДЕТЕТО ПЛАЧЕ. НОЌТА Е ТЕМНА,val
920,Ефтим Клетников,РАНА ПРОЛЕТ. ДЕТЕТО ГО НАСЛОНИЛО УВОТО НА ЦВЕЌЕТО ВО РИДОВИТЕ. 1.,train
921,Ефтим Клетников,РАНА ПРОЛЕТ. ДЕТЕТО ГО НАСЛОНИЛО УВОТО НА ЦВЕЌЕТО ВО РИДОВИТЕ. 2.,train
922,Ефтим Клетников,FIX,train
923,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -1.- Ден. Светлина.,train
924,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -2.- Ноќ. Луња.,train
925,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -3.- Полноќ. Ѕвездата се гаси.,train
926,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -4.- Утро. Отсутност.,train
927,Ефтим Клетников,ДЕТЕТО ГЛЕДА ВО НОЌТА Трагична соната во две слики,train
928,Ефтим Клетников,ОТПОСЛЕ СỀ РАСТЕ,train
929,Ефтим Клетников,НАСТАН ВО ЗИМСКАТА НОЌ -1,train
930,Ефтим Клетников,НАСТАН ВО ЗИМСКАТА НОЌ - 2,test
931,Ефтим Клетников,НАСТАН ВО ЗИМСКАТА НОЌ - 3,train
932,Ефтим Клетников,НАСТАН ВО ЗИМСКАТА НОЌ - 4,train
933,Ефтим Клетников,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 1,test
934,Ефтим Клетников,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 2,train
935,Ефтим Клетников,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 3,train
936,Ефтим Клетников,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 4,train
937,Ефтим Клетников,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 5,test
938,Ефтим Клетников,НА МОЈОТ ИМЕНДЕН ТАТКО МИ КРЕВА ЗДРАВИЦА - 1,train
939,Ефтим Клетников,НА МОЈОТ ИМЕНДЕН ТАТКО МИ КРЕВА ЗДРАВИЦА - 2,train
940,Ефтим Клетников,НА МОЈОТ ИМЕНДЕН ТАТКО МИ КРЕВА ЗДРАВИЦА - 3,train
941,Ефтим Клетников,ТИХА БЕСЕДА СО ТАТКО МИ,train
942,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-1,test
943,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-2,train
944,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-3,train
945,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-4,train
946,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-5,train
947,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-6,train
948,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-7,train
949,Ефтим Клетников,темно место,train
950,Ефтим Клетников,моливот на поетот,test
951,Ефтим Клетников,светлината е огромна тајна,train
952,Ефтим Клетников,светлината е огромна тајна,train
953,Ефтим Клетников,шумски пат I.,train
954,Ефтим Клетников,шумски пат II.,test
955,Ефтим Клетников,шумски пат III.,train
956,Ефтим Клетников,шумски пат IV.,val
957,Ефтим Клетников,вечера (тајна?),train
958,Ефтим Клетников,есеј : голгота,val
959,Ефтим Клетников,во здивот и издивот,test
960,Ефтим Клетников,жестоко,train
961,Ефтим Клетников,кукавица 1.,val
962,Ефтим Клетников,кукавица   2.,train
963,Ефтим Клетников,гавранот,test
964,Ефтим Клетников,влечење за јазик,train
965,Ефтим Клетников,матно стакло,train
966,Ефтим Клетников,лош сон : ограда од боцкав тељ,train
967,Ефтим Клетников,класична композиција,train
968,Ефтим Клетников,21 јули 1983,train
969,Ефтим Клетников,зимски простор,train
970,Ефтим Клетников,записи од велестово,train
971,Ефтим Клетников,гроб во бесмртната вода,val
972,Ефтим Клетников,доцна есен,train
973,Ефтим Клетников,сон : стариот овоштарник на дедо ми,train
974,Ефтим Клетников,"три мотиви од св. наум   - 1. стојам на камената ограда во св. наум,  ја гледам рамната површина на водата",train
975,Ефтим Клетников,три мотиви од св. наум  - 2. на исто место,train
976,Ефтим Клетников,три мотиви од св. наум  - 3. срцето на св. наум,train
977,Ефтим Клетников,сандански 1.,train
978,Ефтим Клетников,сандански 2.,test
979,Ефтим Клетников,сандански   3.,train
980,Ефтим Клетников,искуства 1.,train
981,Ефтим Клетников,искуства 2.,train
982,Ефтим Клетников,искуства 3.,train
983,Ефтим Клетников,искуства 4.,train
984,Ефтим Клетников,искуства 5.,train
985,Ефтим Клетников,псалм,train
986,Ефтим Клетников,requiem 1. просторија со мртво тело,train
987,Ефтим Клетников,requiem 2. епизоди од детството,test
988,Ефтим Клетников,requiem 3. песна за сината престолнина,train
989,Ефтим Клетников,"requiem 4. студено утро, мермерни плочи",train
990,Ефтим Клетников,псалм,test
991,Ефтим Клетников,***,train
992,Ефтим Клетников,***,val
993,Ефтим Клетников,***,val
994,Ефтим Клетников,***,train
995,Ефтим Клетников,***,train
996,Ефтим Клетников,***,test
997,Ефтим Клетников,***,train
998,Ефтим Клетников,***,val
999,Ефтим Клетников,***,train
1000,Ефтим Клетников,***,val
1001,Ефтим Клетников,***,train
1002,Ефтим Клетников,***,train
1003,Ефтим Клетников,***,train
1004,Ефтим Клетников,***,train
1005,Ефтим Клетников,***,train
1006,Ефтим Клетников,***,train
1007,Ефтим Клетников,***,train
1008,Ефтим Клетников,***,train
1009,Ефтим Клетников,***,train
1010,Ефтим Клетников,***,train
1011,Коле Неделковски,ГЛАС ОД МАКЕДОНИЈА,train
1012,Петре М. Андреевски,ПЕСНА ЗА МОЈАТА ПЕСНА,train
1013,Петре М. Андреевски,ПРВИТЕ ПОДАТОЦИ ЗА ДЕНИЦИЈА,test
1014,Петре М. Андреевски,УМИЛКУВАЊЕ,train
1015,Петре М. Андреевски,ПРВА ИСПОВЕД,train
1016,Петре М. Андреевски,ЛЕТУВАЊЕ,train
1017,Петре М. Андреевски,ПЕСНА ЗА НЕЈЗИНАТА ПЕСНА,test
1018,Петре М. Андреевски,ВО СОБАТА НА ДЕНИЦИЈА,train
1019,Петре М. Андреевски,КОГА ЈА ЉУБЕВ ДЕНИЦИЈА,train
1020,Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,train
1021,Петре М. Андреевски,ИЗЛЕТ,train
1022,Петре М. Андреевски,АКО НЕ СИ ТИ,train
1023,Петре М. Андреевски,ВТОРА ИСПОВЕД,train
1024,Петре М. Андреевски,ТИ И ЈАС,train
1025,Петре М. Андреевски,УШТЕ ЕДНИ ПОДАТОЦИ ЗА ДЕНИЦИЈА,train
1026,Петре М. Андреевски,ПРВАТА РАЗДЕЛБА,train
1027,Петре М. Андреевски,ПРВО ПИСМО,train
1028,Петре М. Андреевски,ВТОРО ПИСМО,val
1029,Петре М. Андреевски,ТРЕТО ПИСМО,train
1030,Петре М. Андреевски,ЧЕТВРТО ПИСМО,train
1031,Петре М. Андреевски,ПЕТТО ПИСМО,train
1032,Петре М. Андреевски,БОЛЕСТА НА ДЕНИЦИЈА,train
1033,Петре М. Андреевски,ОТКАКО ТЕ НЕМА,train
1034,Петре М. Андреевски,НА ГРОБОТ ОД ДЕНИЦИЈА,train
1035,Братислав Ташковски,"Заедно, само така!",test
1036,Братислав Ташковски,После толку години,train
1037,Братислав Ташковски,До крај,train
1038,Братислав Ташковски,Љубовта и законите,train
1039,Братислав Ташковски,Еден ден,test
1040,Братислав Ташковски,Вечност,train
1041,Братислав Ташковски,Филозофско решавање на малата утринска расправија,test
1042,Братислав Ташковски,"Јас, мајсторот",train
1043,Братислав Ташковски,Сега,val
1044,Братислав Ташковски,Миг,train
1045,Братислав Ташковски,Цвеќето,train
1046,Братислав Ташковски,Бела книга за љубовта,train
1047,Братислав Ташковски,Ти реков тогаш,train
1048,Братислав Ташковски,За предметите и вечноста,val
1049,Братислав Ташковски,Јас и само јас,train
1050,Братислав Ташковски,И тогаш..,train
1051,Братислав Ташковски,Јас и Ти во овој живот,val
1052,Братислав Ташковски,Што е љубовта?,train
1053,Братислав Ташковски,Пијанство,train
1054,Братислав Ташковски,Ефтинија,train
1055,Братислав Ташковски,Како птиците,train
