example_id,source_poem_id,source_author,source_title,target_author,split,sample_index,generated_poem,model,backend,delta_lines,delta_stanzas,delta_tokens_per_line,delta_lines_per_stanza,log_path,timestamp
951_Славко Јаневски_0,951,Ефтим Клетников,светлината е огромна тајна,Славко Јаневски,train,0,"Господе, види ја ова земјичка тајна,
светлината паѓа врз тивки села,
зората дојде, црната ноќ загина,
сонцето грее старата, сува земја,
мирот дојде како бело цвете.

крилата лета над вода модра,
сокол севија, синото небо затрепере,
модрината тече, брза реката тече,
чедо, гледај ја сината тајна,
водата мие старата, тешка вина,
срцето чуе една далечна песна.

огромен вулкан пукна во небо,
огнот горе, една ѕвезда загина,
црната пепел падна на планина,
Пирин го гледа големото огно,
светот горе, тешка темнина дојде.

непроѕирен пласт покри ја земја,
модра тајна, стара адамова тајна,
лула свири, тиха песна пее,
духот лета, тешко телото спие,
сенките паѓаат, ноќта тешка стапила,
мирот дојде, срцето тешко замолча.

Господе, дај ни твојата утеха,
светот бледе, златната зора застана,
капна солза, стара земја заспила,
модрото небо го зема чедо,
тајната остана, сина вечност дојде.",gemma-4-31b-it,google,0.43,-0.03,0.13,0.12,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T111155.144120+0000__Ефтим_Клетников__Славко_Јаневски.json,2026-09-16T11:11:55.144120+00:00
951_Влада Урошевиќ_0,951,Ефтим Клетников,светлината е огромна тајна,Влада Урошевиќ,train,0,"Господе, светлина земјички мир се спушта.
Тајна адамова лула во тишината мижи.
Рака допира прашина, времето стои во место.
Духот минува низ прагот на вечноста.

Крилја плови среде модра вода островот молчи.
Модрина прекрива градот, небото се трча брзо.
Сенка лети над ридот, ветрот молчи тишо.
Сонцето паѓа во бавча соништа.
Светот исчезнува во сина тишина морето.

Огромен вулкан гаси ѕвезди во ноќта.
Оган јаде темнина, пепел лета над земја.
Непроѕирен простор јавува последна тајна светот.
Срцето заспива во сини, во длабоки води.
Мир доаѓа како тешко виме во ноќта.",gemma-4-31b-it,google,0.1,0.02,0.28,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T111359.796624+0000__Ефтим_Клетников__Влада_Урошевиќ.json,2026-09-16T11:13:59.796624+00:00
951_Катица Ќулавкова_0,951,Ефтим Клетников,светлината е огромна тајна,Катица Ќулавкова,train,0,"Господе, оваа голема, тиха тишината
Мала, заборавена, осамена земјичката
Бледа, далечна, студена светлината
Невидливи, тихи, странски суштествата
Особено таа длабока, стара тајната
Темна, тешка сенка на стварноста

Модра, длабока, мирна водата
Крилати, тенки, сребрени нитите
Тешка, бесконечна, сина модрината
Поривите на овој вечниот мирот
Студени, неподвижни, чудни предметите
Небесна, чиста, вистинска тишината

Огромен, црвен, страшен вулканот
Постојано, бавно гаснење на ѕвездите
Оган од најдлабока, црна тамната
Космичка, сива, лесна прашината
Тие станале ситни, бели пепелите
Студена, тешка, долга ноќта

Адамова, стара, скриена тајната
Нежна, заспана, тиха лулата
Сон на бесконечна, вечна вечноста
Премин во сината, непроѕирена тамната
Значење на овој вистински мирот
Скриени, далечни, тесни патиштата

Непроѕирен, тежок, сив просторот
Модра, неопислива, голема мистеријата
Заборавени, старите, тенки нитите
Тиха, искрена, длабока молитвата
Студени, далечни, неми суштествата
Крај на овој мал светот",gemma-4-31b-it,google,0.77,0.25,-0.23,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T111829.162014+0000__Ефтим_Клетников__Катица_Ќулавкова.json,2026-09-16T11:18:29.162014+00:00
292_Адем Гајтани_0,292,Веле Смилевски,Телото на книгата,Адем Гајтани,train,0,"Твоите нежни допири, Охрид, водата
Срцето силно сака, душата вика
Божилото, цветот, мирис на босилукот
Полетаат бели ангели, боси нозете
Гледаат во еден тркалезен светот
Ката на старите соништа, тишината

Наѕвезден скеле, ноќта, густа темнината
Атомот се растрчува, сива прашината
Ненадеен зрак, вилиците, долгиот пат
Твојот топол здив, планината, ветерот
Претвораш тежок камен во школката
Сонцето полека излегува, јасна светлината

Коскенат пламен, пепелта, црно јагленото
Коските горат, божилото, вечен пламенот
Твојот длабок поглед, реката, водата
Вграде се старите зборови, земјата
Втисне се вечно сеќавање, името
Срцето долго чува, ноќна тишината

Една душа, две тела, тесните вилиците
Сакањето, вечноста, тркалезен кругот
Твојот атом, мојот атом, светот
Се спојуваат, божилото, сите небесата
Гледаат бели ангели, чистите крилјата
Завршува патот, твојата рака",gemma-4-31b-it,google,-0.24,-0.07,0.17,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131352.904142+0000__Веле_Смилевски__Адем_Гајтани.json,2026-09-16T13:13:52.904142+00:00
181_Адем Гајтани_0,181,Гане Тодоровски,Нашинска,Адем Гајтани,train,0,"Малцичката судбина, старото колено,
Бистрине, Корабине, белите врвовите,
Камен, земја, длабоките вилиците,
Истрајвек во школката на времето,
Претвораш тишина во силен глас,
Големата планина, студената водата.

Вардарине, Струмине, брзи тековите,
Бреговите, песокот, чистата водата,
Разбистри се старите сеќавањата,
Доварди, струите, божилото на реката,
Прелееме срца во сината реката,
Тркалезен камен, вечниот текот.

Бројката, малцичката, едното името,
Коленото чека, полека излегува,
Тркалезен круг, тешката судбината,
Истрајвек, трпение, големата силата,
Ката, вилиците, долгиот патот,
Сонцето грее, црната земјата.

Корабине, Бистрине, високи врвовите,
Струмине, Вардарине, вечни тековите,
Претвораш камен во чисто злато,
Истрајвек, колено, едната вистината,
Излегува светлина, утринската зората,
Овде стоиме, нашата планината.",gemma-4-31b-it,google,-0.24,-0.07,-0.58,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131610.821072+0000__Гане_Тодоровски__Адем_Гајтани.json,2026-09-16T13:16:10.821072+00:00
945_Адем Гајтани_0,945,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-4,Адем Гајтани,train,0,"Полноќта во Преспа, голема густина.
Тамната ноќ, сржта, вечното времето.
Огновите во срцето, јака пламната.
Духот го расчатали тајното срцето.
Крилата, вилиците, високата висината.
Светот се претвора во светлина.

Градината на рајот, плодовите.
Мирисот на утрето, се случува истовремено.
Цвеќињата, лиските, бреговите.
Тркалезен круг, божилото, синото небото.
Сонцето, зрната, топлата земјата.
Душите бараат една нова патека.

Хармонијата на вселената, општ помир се создава.
Претеж на светлината, чистата висината.
Душата, името, белата вечноста.
Божествената сила, камен цврстина.
Школката на тишината, звукот се лула.
Срцето, молитвата, светата вистината.

Амбарот на богатството, зрната.
Обновен човек, меката нова кожа.
Ката на вистината, патот се претвора.
Среброто, златото, духот се лула.
Преспа, планината, далечното небото.
Сè се спои во едното.",gemma-4-31b-it,google,-0.24,-0.07,0.0,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T132012.548329+0000__Ефтим_Клетников__Адем_Гајтани.json,2026-09-16T13:20:12.548329+00:00
945_Веле Смилевски_0,945,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-4,Веле Смилевски,train,0,"Поноќна густина на црната темнината
Сржта на длабоката црната ноќта
Оган во срцето-одаја на ноќта
Одаите на тешка бела тишина
Единица во празната темна страна

Расчатали зборови на старата книгата
Обновен дух во старото Скопје
Крилни движења на чиста светлината
Истовремено во бела празна тишина
Завесата на новата светла страна

Општ мирис на зрелите плодовите
Градина на црвеното убаво цвеќе
Претеж на слатката светла страна
Света хармонија на високата висината
Одглас во белата празна одаја

Цврстина на тешката темна страна
Амбара на творческо големо богатство
Книгата на вечна бела тишина
Кориците на светлата празна одаја
Зевс-сјај во чистата човечка глава
Одглас на вечната светла страна",gemma-4-31b-it,google,-0.27,-0.29,0.71,0.29,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131349.789107+0000__Ефтим_Клетников__Веле_Смилевски.json,2026-09-16T13:13:49.789107+00:00
134_Веле Смилевски_0,134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",Веле Смилевски,train,0,"Мртви атомите на сивото телото.
Суви жилите на големиот градот.
Разлист чекорот во сива прашина.
Град Скопје, една сива улица.
Една единица, една празна форма.

Сам одгласот на осамената душата.
Кориците на стара книга.
Дојде патот, долга нива.
Толку далечна, бела жена.
Тешка завесата на одаите.

Краткотраен здивот, лесен зевсот.
Сапуница во синиот воздухот.
Тонки шиевите, нежна линија.
Млечна кожата, топла кожа.
Зевс во темните одаите.

Книгата на среќата, книга.
Една книгата, тиха единица.
Тиха единица, чист одгласот.
Светла нива, празна нива.
Толку краткото, толкав здивот.
Бела единица, бела книга.",gemma-4-31b-it,google,-0.27,-0.29,0.0,0.29,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131834.217591+0000__Јосип_Коцев__Веле_Смилевски.json,2026-09-16T13:18:34.217591+00:00
318_Влада Урошевиќ_0,318,Славко Јаневски,Илинка сончева свршеница - 5,Влада Урошевиќ,train,0,"Змејот намурте, небото исипа густа темнота.
Планината згрми, шумата се оголи среде буки.
Ридот тресе, ветер бурн преку врвови се влече.
Атрепи плови, носник од оган сфаќа воздухот.
Облакот се затворе, сонцето исчезна во ноќта.

Илинката стои, закитен лик ја сфаќа со очи.
Оган износен плови кон кожата.
Змејот се наведнува, мижи светлина го следи.
Среде стрмата, тишината се прекинува од громотеви.
Градот молчи, страв се шири низ улиците.

Жар гори, копнежот вели зборовите.
Душата се отвора, пламен ја зазема во прегратката.
Срцето трепери, змејот ја сака девојката.
Небото молчи, страста го зазема градот.",gemma-4-31b-it,google,0.1,0.02,0.56,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131336.235421+0000__Славко_Јаневски__Влада_Урошевиќ.json,2026-09-16T13:13:36.235421+00:00
292_Влада Урошевиќ_0,292,Веле Смилевски,Телото на книгата,Влада Урошевиќ,train,0,"Допири. Атом. Твојата кожа се втисне.
Среде бавча пионите растрчуваат мижи.
Твојот здив минува низ коскени ребрата.
Телото плови во ненадеени снови.
Сфаќа: тишина што се растрчува во тебе.

Наѕвезден скеле. Ангели боси газат по ридот.
Небото се вгради во твоите очи.
Светлината се растрчува, јас не лажам тебе.
Коските горат во белата тишина-та.
Сонцето се втисне во твоите раце.

Оган. Коскената прашина се вгради во мене.
Душата сака бесконечност што се втисне во срцето.
Мижи. Среде ноќта, атомите се споија во тебе.
Твојот допир го сфаќа целиот светот.",gemma-4-31b-it,google,0.1,0.02,0.21,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131659.840692+0000__Веле_Смилевски__Влада_Урошевиќ.json,2026-09-16T13:16:59.840692+00:00
357_Ефтим Клетников_0,357,Славко Јаневски,Две приказни,Ефтим Клетников,train,0,"Вардар тече. Детство е една приказна.
Русалка пее. Пушка од играчка се става.
Татковски сон. Облак-крепост во небо вее.
Чувство немирен. Сон во ноќ се менува.
Сенка од мит се раскинува.

Крај на митот. Сонцето јасно прска.
Рамнината се буди. Студен ветер вее.
Сенка се тргнува. Светлост во ден доаѓа.
Пат се отвора. Земја се создава.
Време ново се јавува.

Трактор ора. Бетон во град се крева.
Машина бучи. Град нов се подига.
Свет усмивнат. Железо во рака се кова.
Светлост од челик избива.
Свет нов во живот се раѓа.",gemma-4-31b-it,google,0.13,-0.27,1.23,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131237.506974+0000__Славко_Јаневски__Ефтим_Клетников.json,2026-09-16T13:12:37.506974+00:00
292_Ефтим Клетников_0,292,Веле Смилевски,Телото на книгата,Ефтим Клетников,train,0,"Атом во атом се втисне.
Допир во рака, цут цвета.
Рамнината го носи овој светот.
Твоето име во ветер вее.
Сака душата твоето срце.

Коскена прашина во ноќта прска.
Наѕвезден скеле во небо вграде.
Ангел бос по земја растрчува.
Едем го чува овој пламенот.
Коските горат во темната ноќта.

Ненадеен зрак од светлина избива.
Шумскиот ветер во коса вее.
Твојот печат во срце втисне.
Срце во срце се вграде.
Душата во тебе се спојува.",gemma-4-31b-it,google,0.13,-0.27,0.16,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131500.120123+0000__Веле_Смилевски__Ефтим_Клетников.json,2026-09-16T13:15:00.120123+00:00
134_Ефтим Клетников_0,134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",Ефтим Клетников,train,0,"Атоми, Скопје, прашината вее, вее.
Чекор дојде, прагот, вратата чекаше.
Рамнината прска сонцето, светлината, пламтот.
Жила, празноста, коренот спие, сонто.
Ветрот вее тишината, ноќта, градот.

Дрво избива, цутот, небото, ветерот.
Шумскиот мир, земјата, патот, чекорот.
Сосе, жила се спојува, врзува, тече.
Чекорот, прагот, душата дојде, стоеше.
Ене, дрвото, разлист, листот вее.

Шие, здивот, близината, ноќта, тишината.
Сапуница, мигот, пукната, исчезна, одлеташе.
Толку краткотраен, здивот, мигот, прашината.
Ене, ти се враќава, дојде, стоеше.
Две души, едната, вечноста, среќата.",gemma-4-31b-it,google,0.13,-0.27,0.36,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131857.201119+0000__Јосип_Коцев__Ефтим_Клетников.json,2026-09-16T13:18:57.201119+00:00
357_Катица Ќулавкова_0,357,Славко Јаневски,Две приказни,Катица Ќулавкова,train,0,"Детство како една стара приказна
Вардар-река со сребрена русалка
Високи облачни тврдини-визиите
Играчки-пушки во мали раце
Стари легенди од минатото
Сенки на заборавени херои

Немирен порив на младо срце
Татковски чекор низ сива прашина
Револуционерни сенки на патот
Чувство-прашина во тишината
Митични суштества од ноќта
Скриени нити на судбината

Остар крај на детскиот сонот
Студен одблесок на денот
Предел-граница меѓу световите
Особено тешка тишина-празнота
Станале спомени сите слики
Мртви бои на пейзажот

Нов бетон на улиците
Усмивнат трактор во нивите
Високи згради-столбови од челикот
Железни машини-чудовишта на градот
Предмети-стварности во движење
Чврста материја на сегашноста

Народот-градител на новите патишта
Модерна држава-форма на времето
Значење-реалност во предметот
Синтеза-време на промените
Стегната реалноста на стварноста",gemma-4-31b-it,google,-0.23,0.25,-0.7,-0.35,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131426.425153+0000__Славко_Јаневски__Катица_Ќулавкова.json,2026-09-16T13:14:26.425153+00:00
318_Катица Ќулавкова_0,318,Славко Јаневски,Илинка сончева свршеница - 5,Катица Ќулавкова,train,0,"Црното небо како оглед-та
Бурниот змеј-носник на ветрови-те
Громна бука-сила во тешкиот воздухот-то
Темни пориви-ветрови низ шумите-те
Оголени гранки-дрвја од голем страв-то
Силни згрми-тресења на високи планини-те

Огнени атрепи-искри од сив пепел-то
Исипана жега-плам врз сувата земја-та
Намуртени врвови-планини во густ мрак-то
Каменска стварност-тежина на светот-то
Износен страв-мрак во поглед-то
Суштества од оган и тенки нити-те

Млада Илинка како светлина-та
Закитната коса-свила на девојка-та
Бела кожа-мрамор во длабока тишина-та
Тишина-предмет-чекање во темната ноќта-та
Тонки нити-судбина на мало срце-то
Особена чистота-тишина на нејзината душа-та

Страсна копнеж-оган во поглед-то
Жарка желба-сила на змеј-то
Змејска душа-оган како див плам-то
Значи бесконечна жажда за неа-та
Срце-камен-плам во тесните гради-те
Дива страст-сила на странни суштества-та

Станале две сенки во мрак-то
Природа-оган-девојка во еден миг-то
Вечна врска-ниша на тешката судбината-та
Предмети од светлина и сенки-те
Силна бука-тишина во мало срце-то",gemma-4-31b-it,google,-0.23,0.25,0.02,-0.35,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131824.082812+0000__Славко_Јаневски__Катица_Ќулавкова.json,2026-09-16T13:18:24.082812+00:00
951_Пијан Славеј_0,951,Ефтим Клетников,светлината е огромна тајна,Пијан Славеј,train,0,"Господе, лулајте ме тивно сега.
Плени светлината многу полека.
Расипе земјички многу сега.
Ти верувам, ти верувам силно.
Ширам дланките многу тивно.
Крие се тајната тука сега.
Ти верувам, ти верувам силно.

Тече модрина многу силно.
Пливаат крилата модра тивно.
Плукни ги огромен вулкан брзо.
Гаси ѕвездите многу брзо.
Станува непроѕирен многу сега.
Чува се адамова тајна тивно.
Велат дека е мирна сега.
Спијте сега, спијте многу тивно.",gemma-4-31b-it,google,0.31,-0.45,0.14,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131307.947211+0000__Ефтим_Клетников__Пијан_Славеј.json,2026-09-16T13:13:07.947211+00:00
318_Пијан Славеј_0,318,Славко Јаневски,Илинка сончева свршеница - 5,Пијан Славеј,train,0,"Огнот силно атрепи
Небото тешко и силно исипа
Планината гласно и тешко згрми
Ветерот брзо и силно оголи
Носник тешко и зло намурте
Бука силно се случи
Земјата тешко се тресе

Илинка убаво и многу закитена
Змејот силно и тешко плени
Љубовта тешко и брзо расипе
Велат дека тој силно сака
Дланките силно треперат
Ваков тој силно те бара
Износен страстно и тешко стои
Срцето силно го плени",gemma-4-31b-it,google,0.31,-0.45,0.14,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131630.193266+0000__Славко_Јаневски__Пијан_Славеј.json,2026-09-16T13:16:30.193266+00:00
134_Пијан Славеј_0,134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",Пијан Славеј,train,0,"Дојдов бавно во градот.
Чекорам тишината што те чека.
Жилата влечат силно сега.
Атомот лета брзо горе.
Толку долго те сакав.
Се шие бавно тишината.
Расипе се сè околу нас.

Разлист дрво трепере силно.
Сапуница пука лесно тука.
Краткотраен е овој наш пат.
Велат дека си веќе тука.
Земи ме ваков распеан.
Дланката ме плени силно.
Свират тие песни за нас.
Плукни го овој сон сега.",gemma-4-31b-it,google,0.31,-0.45,0.01,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T132011.901320+0000__Јосип_Коцев__Пијан_Славеј.json,2026-09-16T13:20:11.901320+00:00
357_Ристо Лазаров_0,357,Славко Јаневски,Две приказни,Ристо Лазаров,train,0,"Детство, приказна-песна, мит, сон, време.
Среде Вардар, талка, вода-сјај, река, ток.
Сон во тихата, сина вода-длабочина, мир.

Русалка, коса-нишка, блесок, сјај, море, сол.
Играчки пушки, сенки, прашина-песок, земја, праг.
Комитови чекори по густата трева, зеленило, пат.

Облак-крепост, замок-сон, визија-свет, небо, висина.
Немирен сон, сетне чувство, копнеж-жалост, душа.
Мераци на малечките, бели раце, прсти, сјај.

Татковски збор, реч-сила, закон-ред, глас, ехо.
Крај на старите, заборавени века, време, прашина.
Севезден пат, троа, сиви камени, праг, чекор.

Нов трактор, сила-точко, шум-глас, челик, оган.
Бетон-кула, висина-стена, чад-оган, град, чад.
Железо-град, ѕидови-грани, сив бетон, тврдост, камен.

Машини-точки, катаден ритам, звук-чукање, труд, пот.
Усмивнат нив, крај-плод, зрно, храна, земја.
Труд на новите, млади раце, длани, сила.

Среде светта, визија-светло, нов ден, почеток, сјај.
Родна земја, судбина-патека, дом-кров, мир, тишина.
Мир на сите, чесните луѓе, души, срца.",gemma-4-31b-it,google,-0.35,-0.23,1.61,0.05,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131417.486950+0000__Славко_Јаневски__Ристо_Лазаров.json,2026-09-16T13:14:17.486950+00:00
292_Славко Јаневски_0,292,Веле Смилевски,Телото на книгата,Славко Јаневски,train,0,"На Пирин цвете црвено капна,
твој нежен допир душата разбудила,
душата моја те сака,
срцето моето те бара,
љубовта наша жешка гора.

Наѕвездено скеле градјам јас тука,
атоми мали вграде во мене,
твојот зрак светул небото раскина,
бела зора сè осветлила,
светот цел и тивок застана.

Ангел бос по полиња растрчува,
ненадеен допир нежен мене допре,
твојот здив во мене се втисне,
чедо мило, душата моја копнела,
сокол летен и брз те носела.

Коскено пламче во нас горело,
коска моја бела те барала,
оган жесток и силен сè јаде,
твојот лик во мене вградила,
душата моја тиха загина.

Села мали во сон се будат,
ние двајца едно станале,
зората нова ни ја даде,
бесконечна љубов нас ни донесе,
твојот атом мој стана,
вечноста нас ни ја отворила.",gemma-4-31b-it,google,-0.57,-0.03,-0.03,-0.08,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131426.465922+0000__Веле_Смилевски__Славко_Јаневски.json,2026-09-16T13:14:26.465922+00:00
945_Славко Јаневски_0,945,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-4,Славко Јаневски,train,0,"Бистра ноќта тешка и црна падна.
Марко стоеше во густина темна.
Срце оган силен и жежок пламна.
Тамна ноќ неговиот дух зазема.
Зора бледа од врвот повика.

Мисли тешки беа како претеж.
Тој сржта на светот расчатали.
Сонце златно во душата капна.
Срце силно во градите заби.
Светлина чиста неговото тело допре.

Крилја бели и широки се отворија.
Истовремено небо сино го повика.
Општ мир неговата душа облече.
Сокол брз лета над села.
Дух висок над планините издигна.

Цвете румено во градина цвести.
Мирис плодови слатки и сочни дојде.
Хармонија вечна во воздухот стана.
Цврстина чекор силен во него јаде.
Зелени лисја млади се развија.

Духовен амбар богат се наполни.
Богатство големо тој во себе најде.
Човек обновен на карпата стои.
Зора светла сè во околината осветли.
Пирин планина со молчење гледа.
Светот нов во него се роди.
Светлоста вечна го води.",gemma-4-31b-it,google,0.43,-0.03,0.35,0.12,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T131706.505011+0000__Ефтим_Клетников__Славко_Јаневски.json,2026-09-16T13:17:06.505011+00:00
134_Славко Јаневски_0,134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",Славко Јаневски,train,0,"Во Скопје градот заспи тежок,
Твојот чекор дојде низ прашина,
Срцето моето затрепери тешко,
Толку долго чекав зора,
Златна роса капна на трева.

Раката твоја шие жила живи,
Атом по атом се спојува,
Телото стана нова земја плодна,
Крвта тече врела низ вени,
Старата болка загина во мрак.

Над нас разлист дрво расте,
Гранка со црвено цвете се витка,
Небото отвори широка врата сина,
Духот лета како сокол слободен,
Светот стана светла песна чиста.

Дишеме заедно како еден здив,
Сапуница краткотраен сон лета,
Нежни облаци треперат над нас,
Среќата е стаклена нишка тенка,
Времето застана во еден миг.

Самотата замина во црна ноќта,
Ние станавме една душа вечна,
Пирин планина ни сведочи тиха,
Љубовта е нова зора светла,
Светото чедо на светлината дојде,
Срцето моето сега мирува тихо.",gemma-4-31b-it,google,-0.57,-0.03,0.01,-0.08,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-16T132013.649942+0000__Јосип_Коцев__Славко_Јаневски.json,2026-09-16T13:20:13.649942+00:00
134_Адем Гајтани_0,134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",Адем Гајтани,train,0,"Скопје, градот, чекорот, ти дојде
Улицата, каменот, ти си тука
Тркалезен атом, срцето силно чука
Божилото, небото, белата светлината
Времето, часот, ти ја гледате
Твојата рака, мојата рака, тесното

Иглата шие жила, топлата кожата
Крвта, нишката, ти ја претворате
Телото, душата, вилиците на болката
Ката, името, ти го викате
Сонцето, месечината, темната ноќта
Среброто, златото, долгата вечноста

Дрвото, разлист, листовите паѓаат
Толку виси, гранката, слатките плодовите
Школката, морето, тие те бараат
Планината, врвот, белите облаците
Звездите, патеките, ти ги газите
Светот, прашинот, ти го носите

Сапуница, здивот, краткотраен сонот
Самите, тие, сега се спојуваат
Излегува светлината, таа се лула
Двајцата, еден, тркалезен кругот
Мирот, тишината, нас ни останува
Љубовта, името, ти го чувате",gemma-4-31b-it,google,-0.24,-0.07,-0.08,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T162907.289053+0000__Јосип_Коцев__Адем_Гајтани.json,2026-09-17T16:29:07.289053+00:00
873_Адем Гајтани_0,873,Пијан Славеј,ШТРКОТ,Адем Гајтани,train,0,"Тропне раката на прозорецот.
Ноќ Матка, тешка ноќ темна.
Гост со лице каменото.
Рече зборови за судбината.
Божилото се врти во темнината.
Гледаат ѕвездите од висината.

Снесе бебешки врзопче на масата.
Натален календар, црни нити старите.
Тркалезен круг на хартата.
Судбината е нишка во ката.
Претвораш прашина во телото.
Чекањето е тишина во собата.

Западен врв, планина сива.
Бреговите на Матка се спијат.
Вилиците на реката се кријат.
Ветерот носи мирис на земја.
Излегува светлината од сенката.
Птицата прелета над долината.

Пак доаѓа патот на детето.
Време тркалезно, време старо.
Врзопчето е јаболко на вечноста.
Детето влегува во мојата глава.
Божилото го води во реките.
Судбината е песна на планината.",gemma-4-31b-it,google,-0.24,-0.07,-0.21,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163306.747577+0000__Пијан_Славеј__Адем_Гајтани.json,2026-09-17T16:33:06.747577+00:00
949_Адем Гајтани_0,949,Ефтим Клетников,темно место,Адем Гајтани,train,0,"Отидов долу во темнината, јамата
Господ спие во божилото, каменто
Тишината е прашина, прашината, пепелта
Очите на ноќта тие гледаат
Светот е јама, темните вилиците
Буфот вика во празнината

Данте чекори по патеките, камените
Овиди пишува во водата, слзите
Госпоѓата чека во сенката, темнината
Девицата Марија е светлината, ноќта
Тие затворената врата бараат
Ти се претвораш во ката

Слеге, дај ми вечното пламенто
Господине, јас ја барам водата
Планината е ѕид, карпата
Коњот трча низ маглата, празнината
Рацете се празни, острите вилиците
Срцето ја бара ноќта

Ноќта е школката на вечноста
Духот излегува од јамата, темнината
Сонцето е заборавено, светлината, тишината
Слоевите се камен, земјата, прашината
Ѕвездите во темнината тие гледаат
Сè е тишина, божилото",gemma-4-31b-it,google,-0.24,-0.07,0.0,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163818.555960+0000__Ефтим_Клетников__Адем_Гајтани.json,2026-09-17T16:38:18.555960+00:00
704_Адем Гајтани_0,704,Блаже Конески,НОЌНА ПЕСНА,Адем Гајтани,train,0,"Темносино небо, ѕвезди, месечина
Пелистер гледа, тишината тука
Ноќта излегува, божилото сјае
Тркалезен месец, сребрена нива
Ветерот шепоти, гора се лула
Небото се претвора во тага

Песната опијанува, срцето чука
Тишината пригласува, мислата лета
Опсипува ноќта, тешка вода
Вилиците слушаат, гората спие
Една жуберка, остаток од срцето
Сонот се претвора во судбина

Елена тука, во моите раце
Жал се лее, река тече
Нејќи мисла, крило окрилува
Срцето плаче, каменото срце
Гледаат ѕвезди, далечна страна
Тагата се шири, темна ноќта

Чекањето тука, празна патока
Таа не доаѓа, вратата затворена
Школката чува, тајна од божилото
Голема ката, тешка судбина
Опијана душа, стклена чаша
Претвораш тага, вечна тишина",gemma-4-31b-it,google,-0.24,-0.07,-0.41,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T164321.829002+0000__Блаже_Конески__Адем_Гајтани.json,2026-09-17T16:43:21.829002+00:00
